"Type","Source","Destination","Size (Bytes)"
"Image","https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","https://donate.lifeusa.org/donorportal/webruntime/org-asset/14a9f9b1ca/resource/081Vy0000005faP","159635"
"Image","https://www.lifeusa.org/lebanon-emergency-relief","https://static.wixstatic.com/media/6df904_5be7e6bc6f1e4ce88a576b260a96b431~mv2.png/v1/fill/w_980,h_502,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/Lebanon%20Emergency.png","1078848"
"Image","https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","https://static.wixstatic.com/media/74d008_caf1ff1456e649b8a7b338675113dde8~mv2.jpg/v1/fill/w_980,h_738,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_caf1ff1456e649b8a7b338675113dde8~mv2.jpg","115142"
"Image","https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","https://static.wixstatic.com/media/74d008_8b6caea3e9ef4d9f9a709a9c4cf16bc0~mv2.jpg/v1/fill/w_980,h_738,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8b6caea3e9ef4d9f9a709a9c4cf16bc0~mv2.jpg","130342"
"Image","https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","https://static.wixstatic.com/media/74d008_f77f884049fb4e7282a11180f6a425bf~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_f77f884049fb4e7282a11180f6a425bf~mv2.jpg","185781"
"Image","https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","https://static.wixstatic.com/media/74d008_2659d1c0582a443abe21f88591e79231~mv2.jpg/v1/fill/w_980,h_1302,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_2659d1c0582a443abe21f88591e79231~mv2.jpg","337304"
"Image","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","https://static.wixstatic.com/media/74d008_1b9145f0b0ea422cb029f067a9d3e14a~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_1b9145f0b0ea422cb029f067a9d3e14a~mv2.jpg","163663"
"Image","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","https://static.wixstatic.com/media/74d008_ebfad58ff280410fbcc0dc7f3172cd94~mv2.jpg/v1/fill/w_980,h_594,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ebfad58ff280410fbcc0dc7f3172cd94~mv2.jpg","152580"
"Image","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","https://static.wixstatic.com/media/74d008_5d94dff0a7b447abaab12feb15bf4388~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_5d94dff0a7b447abaab12feb15bf4388~mv2.jpg","107678"
"Image","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","https://static.wixstatic.com/media/74d008_a82548c4fd814f3c8011bd97fe781436~mv2.jpg/v1/fill/w_980,h_555,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_a82548c4fd814f3c8011bd97fe781436~mv2.jpg","153784"
"Image","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","https://static.wixstatic.com/media/74d008_3ac8242ab0734fabae314db55fc3f7a0~mv2.jpeg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_3ac8242ab0734fabae314db55fc3f7a0~mv2.jpeg","147674"
"Image","https://www.lifeusa.org/post/the-power-of-listening-and-how-to-harness-it","https://static.wixstatic.com/media/74d008_296cafc1033f47d387456b0fadc55dec~mv2.jpg/v1/fill/w_900,h_636,al_c,q_85,enc_avif,quality_auto/74d008_296cafc1033f47d387456b0fadc55dec~mv2.jpg","129718"
"Image","https://www.lifeusa.org/post/the-power-of-listening-and-how-to-harness-it","https://static.wixstatic.com/media/74d008_636544f9ef124d5b983767b45860c2bc~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_636544f9ef124d5b983767b45860c2bc~mv2.jpg","119350"
"Image","https://www.lifeusa.org/post/monsoon-flood-in-northern-pakistan-takes-everything-from-villagers-life-usa-helps-families-rebuild","https://static.wixstatic.com/media/74d008_71b036d552c14afe92310d0e191f5ec8~mv2.jpg/v1/fill/w_980,h_1604,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_71b036d552c14afe92310d0e191f5ec8~mv2.jpg","294884"
"Image","https://www.lifeusa.org/post/monsoon-flood-in-northern-pakistan-takes-everything-from-villagers-life-usa-helps-families-rebuild","https://static.wixstatic.com/media/74d008_087bf460aca74c4c9dd062be1f2da7f9~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_087bf460aca74c4c9dd062be1f2da7f9~mv2.jpg","223319"
"Image","https://www.lifeusa.org/post/monsoon-flood-in-northern-pakistan-takes-everything-from-villagers-life-usa-helps-families-rebuild","https://static.wixstatic.com/media/74d008_e038a57f49a14d95b8cebf3209774a5b~mv2.jpeg/v1/fill/w_980,h_1307,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_e038a57f49a14d95b8cebf3209774a5b~mv2.jpeg","343009"
"Image","https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","https://static.wixstatic.com/media/74d008_60eaf92f17fe4ed0a4c00f1376e5d739~mv2.jpg/v1/fill/w_980,h_693,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_60eaf92f17fe4ed0a4c00f1376e5d739~mv2.jpg","113114"
"Image","https://www.lifeusa.org/no/categories/life-blog","https://static.wixstatic.com/media/74d008_fd504fa32fba41e2977059fbe45171c4~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/74d008_fd504fa32fba41e2977059fbe45171c4~mv2.webp","170207"
"Image","https://www.lifeusa.org/no/categories/reports","https://static.wixstatic.com/media/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.png/v1/fill/w_292,h_219,fp_0.50_0.50,q_95,enc_avif,quality_auto/74d008_1a87b8341b974d61b23ea37cb1c1ab9b~mv2.webp","160731"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_dc47b9c7c63c4053a0463a90fd65aac2~mv2.jpg/v1/fill/w_980,h_634,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_dc47b9c7c63c4053a0463a90fd65aac2~mv2.jpg","182964"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_66c17d6ff99d4cb3b21264f7290155c2~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_66c17d6ff99d4cb3b21264f7290155c2~mv2.jpg","242143"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_a66bb63990f346dbaab1d28bf1bfd614~mv2.jpg/v1/fill/w_980,h_576,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_a66bb63990f346dbaab1d28bf1bfd614~mv2.jpg","181210"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_7d6ba460dfe84d20b16eeb4541603b05~mv2.jpg/v1/fill/w_980,h_652,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_7d6ba460dfe84d20b16eeb4541603b05~mv2.jpg","164406"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_547d4b2fcbad42d8af0764ad4b0c2184~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_547d4b2fcbad42d8af0764ad4b0c2184~mv2.jpg","114841"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_1f65aebf4972493b9382184207a38fc0~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_1f65aebf4972493b9382184207a38fc0~mv2.jpg","165459"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg","165792"
"Image","https://www.lifeusa.org/post/life-supports-mothers-and-orphans-in-gaza-with-critical-baby-formula-and-other-essentials","https://static.wixstatic.com/media/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg","165792"
"Image","https://www.lifeusa.org/post/life-supports-mothers-and-orphans-in-gaza-with-critical-baby-formula-and-other-essentials","https://static.wixstatic.com/media/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_55c4c5d2d813488c81b082e32720a76d~mv2.jpg","165792"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_9aec3c2d29474b2c88a0f544d423a29a~mv2.jpg/v1/fill/w_980,h_663,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_9aec3c2d29474b2c88a0f544d423a29a~mv2.jpg","114201"
"Image","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","https://static.wixstatic.com/media/74d008_de554501d2bb438397ba519f27f4dc2b~mv2.jpg/v1/fill/w_980,h_652,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_de554501d2bb438397ba519f27f4dc2b~mv2.jpg","150206"
"Image","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","https://static.wixstatic.com/media/74d008_fa37bb6430d14ef1bdb7f8b40a30206f~mv2.jpg/v1/fill/w_980,h_935,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_fa37bb6430d14ef1bdb7f8b40a30206f~mv2.jpg","188430"
"Image","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","https://static.wixstatic.com/media/74d008_acd9c117b5e14c04bb92beeeec64c210~mv2.jpg/v1/fill/w_980,h_612,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_acd9c117b5e14c04bb92beeeec64c210~mv2.jpg","134561"
"Image","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","https://static.wixstatic.com/media/74d008_5db2346bbc9d44289329e9a538960e00~mv2.jpg/v1/fill/w_980,h_908,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_5db2346bbc9d44289329e9a538960e00~mv2.jpg","116244"
"Image","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","https://static.wixstatic.com/media/74d008_4a6f2d731cde43c889ff45d63d416ead~mv2.jpg/v1/fill/w_980,h_980,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_4a6f2d731cde43c889ff45d63d416ead~mv2.jpg","248907"
"Image","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","https://static.wixstatic.com/media/74d008_8b92e63dedcb42e3a48145c98b55a731~mv2.jpg/v1/fill/w_980,h_649,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8b92e63dedcb42e3a48145c98b55a731~mv2.jpg","122284"
"Image","https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","https://static.wixstatic.com/media/74d008_8b92e63dedcb42e3a48145c98b55a731~mv2.jpg/v1/fill/w_980,h_649,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8b92e63dedcb42e3a48145c98b55a731~mv2.jpg","122284"
"Image","https://www.lifeusa.org/post/charitable-giving-an-advantage-we-never-saw-coming-from-the-one-big-beautiful-bill-act","https://static.wixstatic.com/media/74d008_8b92e63dedcb42e3a48145c98b55a731~mv2.jpg/v1/fill/w_980,h_649,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8b92e63dedcb42e3a48145c98b55a731~mv2.jpg","122284"
"Image","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","https://static.wixstatic.com/media/74d008_db3a0eec64eb4bbca88a5df712ca2ddc~mv2.jpg/v1/fill/w_980,h_623,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_db3a0eec64eb4bbca88a5df712ca2ddc~mv2.jpg","120641"
"Image","https://www.lifeusa.org/post/remembering-judge-frank-caprio-a-judge-who-redefined-leadership-through-compassion","https://static.wixstatic.com/media/74d008_db3a0eec64eb4bbca88a5df712ca2ddc~mv2.jpg/v1/fill/w_980,h_623,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_db3a0eec64eb4bbca88a5df712ca2ddc~mv2.jpg","120641"
"Image","https://www.lifeusa.org/post/afghanistan-s-earthquake-stories-of-survival-and-relief","https://static.wixstatic.com/media/74d008_1ce8ec2b69a045329d7b2a5d8f808205~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_1ce8ec2b69a045329d7b2a5d8f808205~mv2.jpg","232522"
"Image","https://www.lifeusa.org/post/afghanistan-s-earthquake-stories-of-survival-and-relief","https://static.wixstatic.com/media/74d008_ce2f976467ea447c8bf0ba4a8c4284b3~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ce2f976467ea447c8bf0ba4a8c4284b3~mv2.jpg","246896"
"Image","https://www.lifeusa.org/post/afghanistan-s-earthquake-stories-of-survival-and-relief","https://static.wixstatic.com/media/74d008_ffe9a7369d00418fa4a8ffca1b88d4c6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ffe9a7369d00418fa4a8ffca1b88d4c6~mv2.jpg","298701"
"Image","https://www.lifeusa.org/post/why-one-gift-means-the-world-to-an-orphaned-child","https://static.wixstatic.com/media/74d008_698e2db810214c2fb4937d1650c42146~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_698e2db810214c2fb4937d1650c42146~mv2.jpg","205115"
"Image","https://www.lifeusa.org/post/why-one-gift-means-the-world-to-an-orphaned-child","https://static.wixstatic.com/media/74d008_d152df3d234c4f91bdd00f56a9a1d902~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_d152df3d234c4f91bdd00f56a9a1d902~mv2.jpg","114802"
"Image","https://www.lifeusa.org/post/why-one-gift-means-the-world-to-an-orphaned-child","https://static.wixstatic.com/media/74d008_8e08096876c64bf49762e5220bee759c~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8e08096876c64bf49762e5220bee759c~mv2.jpg","186819"
"Image","https://www.lifeusa.org/post/children-forced-to-sleep-in-cars-and-on-the-streets-as-over-800-000-are-displaced-in-lebanon","https://static.wixstatic.com/media/74d008_7e45207c7d3943ea9d9ed2cd569251c7~mv2.jpg/v1/fill/w_980,h_264,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_7e45207c7d3943ea9d9ed2cd569251c7~mv2.jpg","108290"
"Image","https://www.lifeusa.org/post/children-forced-to-sleep-in-cars-and-on-the-streets-as-over-800-000-are-displaced-in-lebanon","https://static.wixstatic.com/media/74d008_46e2166c30aa42b386018b74b1dc8690~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_46e2166c30aa42b386018b74b1dc8690~mv2.jpg","276469"
"Image","https://www.lifeusa.org/post/children-forced-to-sleep-in-cars-and-on-the-streets-as-over-800-000-are-displaced-in-lebanon","https://static.wixstatic.com/media/74d008_5f74e2a6b56f41e093ab59222f5a9291~mv2.jpg/v1/fill/w_980,h_1096,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_5f74e2a6b56f41e093ab59222f5a9291~mv2.jpg","166686"
"Image","https://www.lifeusa.org/post/afghanistan-s-earthquake-stories-of-survival-and-relief","https://static.wixstatic.com/media/74d008_08a32f2ed9ae4d389349e77a1b064fd8~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_08a32f2ed9ae4d389349e77a1b064fd8~mv2.jpg","154517"
"Image","https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","https://static.wixstatic.com/media/74d008_f1a158f8ae9d4124972a328db06561c0~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_f1a158f8ae9d4124972a328db06561c0~mv2.jpg","193393"
"Image","https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","https://static.wixstatic.com/media/74d008_f830d0152cc44719b0ed18183117bbdc~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_f830d0152cc44719b0ed18183117bbdc~mv2.jpg","124392"
"Image","https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","https://static.wixstatic.com/media/74d008_b03c4054625647d8ab6f2dd91978d0f2~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_b03c4054625647d8ab6f2dd91978d0f2~mv2.jpg","134966"
"Image","https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","https://static.wixstatic.com/media/74d008_2caef8065140406ba069525da1e25f87~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_2caef8065140406ba069525da1e25f87~mv2.jpg","141990"
"Image","https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","https://static.wixstatic.com/media/74d008_6be68cabbd4f492cb3a4fe94d71729f4~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_6be68cabbd4f492cb3a4fe94d71729f4~mv2.jpg","153972"
"Image","https://www.lifeusa.org/post/starvation-in-gaza-why-the-world-must-act-now-before-thousands-more-die","https://static.wixstatic.com/media/92f354_7e527e3634df456a9cd67575d789a869~mv2.png/v1/fill/w_514,h_209,al_c,q_85,enc_avif,quality_auto/92f354_7e527e3634df456a9cd67575d789a869~mv2.png","321351"
"Image","https://www.lifeusa.org/post/starvation-in-gaza-why-the-world-must-act-now-before-thousands-more-die","https://static.wixstatic.com/media/74d008_d6e51b9da833447e86d0198d63ab7bbc~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_d6e51b9da833447e86d0198d63ab7bbc~mv2.jpg","119997"
"Image","https://www.lifeusa.org/post/starvation-in-gaza-why-the-world-must-act-now-before-thousands-more-die","https://static.wixstatic.com/media/74d008_0007d4e6ba574c7891d411f61a6aee11~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_0007d4e6ba574c7891d411f61a6aee11~mv2.jpg","159859"
"Image","https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","https://static.wixstatic.com/media/74d008_773a81e57e52400a8d8b464a460cd2aa~mv2.jpg/v1/fill/w_980,h_1132,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_773a81e57e52400a8d8b464a460cd2aa~mv2.jpg","180733"
"Image","https://www.lifeusa.org/post/starvation-in-gaza-why-the-world-must-act-now-before-thousands-more-die","https://static.wixstatic.com/media/74d008_dd43fd8f96cc4bb49c8541c00148d3a4~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_dd43fd8f96cc4bb49c8541c00148d3a4~mv2.jpg","131172"
"Image","https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","https://static.wixstatic.com/media/74d008_fa7fd67ffe65418eb7369ad132656c61~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_fa7fd67ffe65418eb7369ad132656c61~mv2.jpg","154322"
"Image","https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","https://static.wixstatic.com/media/74d008_25aa9d768cc34f22bc4c10a9f066dec3~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_25aa9d768cc34f22bc4c10a9f066dec3~mv2.jpg","113557"
"Image","https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","https://static.wixstatic.com/media/74d008_dd55de728dab4989bd4ab968487a6c43~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_dd55de728dab4989bd4ab968487a6c43~mv2.jpg","185697"
"Image","https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","https://static.wixstatic.com/media/74d008_af00a370cebe40e2864a8ddbb18fc089~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_af00a370cebe40e2864a8ddbb18fc089~mv2.jpg","177546"
"Image","https://donate.lifeusa.org/donorportal/emergency-relief?EmergencyReliefProgram=11WVy000001QlE2MAK","https://donate.lifeusa.org/donorportal/webruntime/org-asset/9f8d82666d/resource/081Vy0000005faP","159635"
"Image","https://www.lifeusa.org/newsletters","https://static.wixstatic.com/media/6df904_41c5c3ea75d347e89ea611570037ca3d~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/6df904_41c5c3ea75d347e89ea611570037ca3d~mv2.jpg","137594"
"Image","https://www.lifeusa.org/newsletters","https://static.wixstatic.com/media/799a91_d2f3a8ac15a748d19fe8959daa3f5eb4~mv2_d_3564_2380_s_2.png/v1/fill/w_980,h_654,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/799a91_d2f3a8ac15a748d19fe8959daa3f5eb4~mv2_d_3564_2380_s_2.png","1229857"
"Image","https://www.lifeusa.org/newsletters","https://static.wixstatic.com/media/4dc3f8_14b106fdf22744a09a2e7788a0ee2855~mv2.png/v1/fill/w_915,h_610,al_c,q_90,enc_avif,quality_auto/4dc3f8_14b106fdf22744a09a2e7788a0ee2855~mv2.png","1248806"
"Image","https://www.lifeusa.org/newsletters","https://static.wixstatic.com/media/6df904_b77eb85d275c40e680a9676a2cac0ffa~mv2.jpg/v1/fill/w_769,h_516,al_c,q_85,enc_avif,quality_auto/6df904_b77eb85d275c40e680a9676a2cac0ffa~mv2.jpg","118607"
"Image","https://www.lifeusa.org/newsletters","https://static.wixstatic.com/media/6df904_d674613bc3a544a3858dc462c7697e6c~mv2.png/v1/fill/w_980,h_677,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/6df904_d674613bc3a544a3858dc462c7697e6c~mv2.png","533572"
"Image","https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","https://static.wixstatic.com/media/74d008_8aaf024946e44f42b5c9dc07d82f1ba6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8aaf024946e44f42b5c9dc07d82f1ba6~mv2.jpg","181914"
"Image","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","https://static.wixstatic.com/media/74d008_8aaf024946e44f42b5c9dc07d82f1ba6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_8aaf024946e44f42b5c9dc07d82f1ba6~mv2.jpg","181914"
"Image","https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","https://static.wixstatic.com/media/74d008_232a647fed284318a5cff34d815da1fa~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_232a647fed284318a5cff34d815da1fa~mv2.jpg","141183"
"Image","https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","https://static.wixstatic.com/media/74d008_478bc09c59db469c9eea3c642b36db94~mv2.jpg/v1/fill/w_980,h_653,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_478bc09c59db469c9eea3c642b36db94~mv2.jpg","111971"
"Image","https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","https://static.wixstatic.com/media/74d008_533a52639fcf424aa615db701399ab50~mv2.jpg/v1/fill/w_980,h_855,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_533a52639fcf424aa615db701399ab50~mv2.jpg","144327"
"Image","https://www.lifeusa.org/post/charitable-giving-an-advantage-we-never-saw-coming-from-the-one-big-beautiful-bill-act","https://static.wixstatic.com/media/74d008_ed9fb6be3c834bd4adb7fae9091191d6~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_ed9fb6be3c834bd4adb7fae9091191d6~mv2.jpg","272723"
"Image","https://www.lifeusa.org/post/winter-flooding-in-gaza-leaves-families-cold-and-exhausted","https://static.wixstatic.com/media/74d008_05f7596afec647e9811e48d09cffc7f3~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_05f7596afec647e9811e48d09cffc7f3~mv2.jpg","138368"
"Image","https://www.lifeusa.org/post/winter-flooding-in-gaza-leaves-families-cold-and-exhausted","https://static.wixstatic.com/media/74d008_3f6aafb0a6cb47d3a2c44f15157a34ed~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_3f6aafb0a6cb47d3a2c44f15157a34ed~mv2.jpg","164157"
"Image","https://www.lifeusa.org/post/winter-flooding-in-gaza-leaves-families-cold-and-exhausted","https://static.wixstatic.com/media/74d008_471678df05cc4a68b074c97a0b738b4c~mv2.jpg/v1/fill/w_980,h_735,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/74d008_471678df05cc4a68b074c97a0b738b4c~mv2.jpg","119405"
