"Address","Hash","Indexability","Indexability Status"
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","757c49c2cd7b0938c63a4472a2ae10f5","Indexable",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE9MAK","757c49c2cd7b0938c63a4472a2ae10f5","Indexable",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE8MAK","757c49c2cd7b0938c63a4472a2ae10f5","Indexable",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE4MAK","757c49c2cd7b0938c63a4472a2ae10f5","Indexable",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE5MAK","757c49c2cd7b0938c63a4472a2ae10f5","Indexable",""
"https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=LebanonEmergencyRelief26&CampaignID=701Vy00001Nj9MLIAZ","adb3841232c8c3936d00d47abed04137","Indexable",""
"https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","adb3841232c8c3936d00d47abed04137","Indexable",""
