"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.investopedia.com/articles/managing-wealth/080216/donoradvised-funds-benefits-and-drawbacks.asp","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0.084","",""
"http://www.forbes.com/advisor/investing/donate-stock/","text/html;charset=utf-8","403","Forbidden","Non-Indexable","Client Error","2","0.126","",""
"https://www.saturna.com/amana","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0.077","",""
"https://www.nejm.org/doi/full/10.1056/NEJMra1905136","text/html; charset=UTF-8","403","Forbidden","Non-Indexable","Client Error","1","0.025","",""
