"Address","Status Code","Status","Inlinks","Matched Robots.txt Line"
"https://donation.lifeusa.org/sponsorship?_gl=1*1yt6dhj*_gcl_au*Njk2ODk4OTUyLjE3NTc2OTM0NDUuMTYwMjU1MTQ2MS4xNzYxODQ2MDYyLjE3NjE4NDYwNjE","0","Blocked by robots.txt","1","Line:3 /"
"https://donation.lifeusa.org/product/OrphanSpecial/orphan-special-gift","0","Blocked by robots.txt","1","Line:3 /"
"https://donation.lifeusa.org/winterwarmth","0","Blocked by robots.txt","2","Line:3 /"
"https://donation.lifeusa.org/product/SER/sudan-emergency-relief","0","Blocked by robots.txt","3","Line:3 /"
