"Source","Destination","Alt Text","Anchor","Target","Rel"
"https://www.lifeusa.org/","https://www.facebook.com/life4relief.french","","","_blank",""
"https://www.lifeusa.org/","https://www.facebook.com/Life4Relief.Espanol","","","_blank",""
"https://www.lifeusa.org/","https://www.facebook.com/life4relief.malay","","","_blank",""
"https://www.lifeusa.org/","https://www.facebook.com/life4relief.urdu","","","_blank",""
"https://www.lifeusa.org/","https://www.facebook.com/people/Life-for-Relief-and-Development-Ururka-LIFE-ee-Gargaarka-iyo-Horumarinta/61563961181765/","","","_blank",""
"https://www.lifeusa.org/copy-of-freewill-landing-page","http://www.saturna.com/amana ","","www.saturna.com/amana","_blank",""
"https://www.lifeusa.org/winterrelief","https://life.givecloud.co/product/A1407C9winter/winter-warmth","DSC_0035.JPG","","_blank",""
